COURSECODE,COURSETITLE,DELIVERY,CLASSNUM,STATUS,DURATION,STUMAX,PRICE,CATEGORY,SUBCATEGORY
WPL41,Administering IBM Web Content Manager,CLASSROOM,M02B,Available           ,2,10,1400,WebSphere Portal,IBM Lotus Web Content Management
D8L75,IBM Lotus Domino 8.5 System Administration Fundamentals,CLASSROOM,M4W1,Available           ,1,8,600,Lotus,IBM Notes and Domino 8.5
D8L75,IBM Lotus Domino 8.5 System Administration Fundamentals,CLASSROOM,M3O9,Available           ,1,8,600,Lotus,IBM Notes and Domino 8.5
I5181,IBM Cognos Business Insight Advanced: Author Self-Service Reports (V10.1) - ILO,CLASSROOM,NJ75,Available           ,2,12,1400,Cognos,BI - Cognos BI (version 10.1)
QB133,"Fundamentals of IBM Rational System Architect, V11.4",CLASSROOM,M3N5,Available           ,1,8,795,Rational Software,Enterprise architecture management
QB138,DoDAF 2.0 Modeling with IBM Rational System Architect V.11.4,CLASSROOM,M04A,Available           ,3,8,2100,Rational Software,Enterprise architecture management
QB138,DoDAF 2.0 Modeling with IBM Rational System Architect V.11.4,CLASSROOM,M039,Available           ,3,8,2100,Rational Software,Enterprise architecture management
QRW30,IBM® Lotus® Quickr™ 8.5 Solutions Workshop,CLASSROOM,M01U,Available           ,3,10,1800,Lotus,IBM Lotus Quickr
QRW30,IBM® Lotus® Quickr™ 8.5 Solutions Workshop,CLASSROOM,M02Z,Available           ,3,10,1800,Lotus,IBM Lotus Quickr
AN820,GPFS Performance Tuning on AIX,CLASSROOM,M0E7,Available           ,2,8,1950,"IBM System p, AIX, and UNIX",AIX System Administration
AN820,GPFS Performance Tuning on AIX,CLASSROOM,M0E6,Available           ,2,8,1950,"IBM System p, AIX, and UNIX",AIX System Administration
TW233,IBM Tivoli Directory Server 6.3 Advanced Deployment,CLASSROOM,M0E9,Available           ,2,8,1500,Security Systems,Identity and Access Management
TW233,IBM Tivoli Directory Server 6.3 Advanced Deployment,CLASSROOM,M0E8,Available           ,2,8,1500,Security Systems,Identity and Access Management
WPL42,Advanced IBM Web Content Manager 7.0,CLASSROOM,M007,Available           ,2,10,1400,WebSphere Portal,IBM Lotus Web Content Management
WPL42,Advanced IBM Web Content Manager 7.0,CLASSROOM,M9M4,Closed              ,2,8,1400,WebSphere Portal,IBM Lotus Web Content Management
WPL42,Advanced IBM Web Content Manager 7.0,CLASSROOM,M02C,Available           ,2,10,1400,WebSphere Portal,IBM Lotus Web Content Management
6T636,IBM Sterling B2B Integrator Administration and Tuning,CLASSROOM,M3C2,Available           ,4,8,3000,B2B Integration,IBM Sterling B2B Integrator
AN100,UNIX / AIX Basics,CLASSROOM,M0F0,Available           ,4,8,2825,"IBM System p, AIX, and UNIX",AIX System Administration
AS240,System Operator Workshop for IBM i,CLASSROOM,M3C8,Available           ,4,8,3500,IBM System i,System Operations
B5152,IBM Cognos Framework Manager: Design Metadata Models (V10.1),CLASSROOM,M42C,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.1)
B5261,IBM Cognos Report Studio: Author Reports with Multidimensional Data (V10.2),CLASSROOM,M4Q7,Available           ,2,8,1400,Cognos,BI - Cognos BI (version 10.2)
CV842,DB2 10 for z/OS Database Administration Part 2,CLASSROOM,M0F2,Available           ,3,8,2010,Data Management for z/OS,Database Administration - z/OS
CV842,DB2 10 for z/OS Database Administration Part 2,CLASSROOM,M0F1,Available           ,3,8,2010,Data Management for z/OS,Database Administration - z/OS
D8L89,IBM Lotus Domino 8.5 System Administration Bootcamp,CLASSROOM,M4P0,Available           ,5,8,3500,Lotus,IBM Notes and Domino 8.5
ES52A,z/OS REXX Programming Workshop,CLASSROOM,M4I3,Available           ,4.5,8,2300,"IBM System z (z/OS, z/VM, Linux)",System Administrator for z/OS
I5182,IBM Cognos Transformer: Design OLAP Models (V10.1) - ILO,CLASSROOM,NE04,Available           ,4,12,2800,Cognos,BI - Cognos BI (version 10.1)
I5182,IBM Cognos Transformer: Design OLAP Models (V10.1) - ILO,CLASSROOM,NJ77,Available           ,4,12,2800,Cognos,BI - Cognos BI (version 10.1)
KM202,IBM InfoSphere DataStage Essentials 9.1,CLASSROOM,M0F3,Available           ,4,8,3400,Information Integration,InfoSphere Information Server
KM202,IBM InfoSphere DataStage Essentials 9.1,CLASSROOM,M3D1,Available           ,4,8,3400,Information Integration,InfoSphere Information Server
P8152,IBM Cognos TM1: Design and Develop Models (V10.1),CLASSROOM,M4U1,Available           ,5,8,3500,Cognos,PM - Cognos TM1 (version 10.1)
RL310,Essentials of IBM Rational AppScan Source Edition for Security V8.5,CLASSROOM,M3N3,Available           ,1,8,795,Security Systems,Application Security
RT525,Essentials of IBM Rational Performance Tester V8.2,CLASSROOM,M0F5,Available           ,2,8,1400,Rational Software,Quality management
RT525,Essentials of IBM Rational Performance Tester V8.2,CLASSROOM,M0F4,Available           ,2,8,1400,Rational Software,Quality management
SS291,IBM TS7650 ProtecTIER,CLASSROOM,M04M,Available           ,2,8,1950,IBM Storage and Storage Networking,Storage Networking
SS291,IBM TS7650 ProtecTIER,CLASSROOM,M09X,Available           ,2,8,1950,IBM Storage and Storage Networking,Storage Networking
SS291,IBM TS7650 ProtecTIER,CLASSROOM,M0F6,Available           ,2,8,1950,IBM Storage and Storage Networking,Related Storage Courses
TN043,IBM Tivoli Netcool/Impact 6.1 Administration and Implementation,CLASSROOM,M3B6,Available           ,4,8,2600,Tivoli Network Service Assurance,Netcool/Impact
TP411,IBM Tivoli Endpoint Manager 8.1 Introduction,CLASSROOM,M39T,Available           ,1,8,900,IBM Tivoli Systems Management,Service Delivery and Process Automation
TP411,IBM Tivoli Endpoint Manager 8.1 Introduction,CLASSROOM,M3A0,Available           ,1,8,900,Tivoli Service Delivery and Process Automation,Tivoli Endpoint Manager
TP421,IBM Tivoli Endpoint Manager 8.1 Administration,CLASSROOM,M394,Available           ,1,8,900,IBM Tivoli Systems Management,Service Delivery and Process Automation
TP421,IBM Tivoli Endpoint Manager 8.1 Administration,CLASSROOM,M3A3,Available           ,1,8,900,Tivoli Service Delivery and Process Automation,Tivoli Endpoint Manager
WD370,Java EE 5 Development for WebSphere Application Server V7,CLASSROOM,LR24,Available           ,4,12,2500,Application Development,Other Application Development courses
WD370,Java EE 5 Development for WebSphere Application Server V7,CLASSROOM,N30S,Available           ,4,12,2500,Application Development,Other Application Development courses
WM206,IBM WebSphere MQ V7.1 System Administration (using Linux for labs),CLASSROOM,M4F1,Available           ,4,8,3200,Application integration,WebSphere MQ
0A004,Introduction to IBM SPSS Modeler and Data Mining (V15),CLASSROOM,M40H,Available           ,2,8,1400,SPSS,Modeler Basic
0A004,Introduction to IBM SPSS Modeler and Data Mining (V15),CLASSROOM,M3U3,Available           ,2,8,1400,SPSS,Modeler Basic
0A032,Predictive Modeling with IBM SPSS Modeler - ILT,CLASSROOM,M362,Available           ,3,8,2100,SPSS,Modeler Advanced
0A032,Predictive Modeling with IBM SPSS Modeler - ILT,CLASSROOM,M28O,Available           ,3,8,2100,SPSS,Modeler Advanced
AN080,Power and AIX Enhancements Workshop,CLASSROOM,M845,Available           ,3,8,2470,"IBM System p, AIX, and UNIX",AIX System Administration
AN080,Power and AIX Enhancements Workshop,CLASSROOM,M0F8,Available           ,3,8,2470,"IBM System p, AIX, and UNIX",AIX System Administration
AN080,Power and AIX Enhancements Workshop,CLASSROOM,M0F7,Available           ,3,8,2470,"IBM System p, AIX, and UNIX",AIX System Administration
AN110,Power Systems for AIX I: LPAR Configuration and Planning,CLASSROOM,NB61,Available           ,3,8,2265,"IBM System p, AIX, and UNIX",Logical Partitioning (LPAR)
B5150,IBM Cognos Query Studio: Build Ad Hoc Reports (V10.1/10.2),CLASSROOM,M4Q3,Available           ,1,8,700,Cognos,BI - Cognos BI (version 10.1)
B5150,IBM Cognos Query Studio: Build Ad Hoc Reports (V10.1/10.2),CLASSROOM,M3K5,Available           ,1,8,700,Cognos,BI - Cognos BI (version 10.1)
CE131,DB2 SQL Workshop for Experienced Users,CLASSROOM,M0F9,Available           ,2.5,8,2010,Data Management for z/OS,DB2 Tools for z/OS
CE131,DB2 SQL Workshop for Experienced Users,CLASSROOM,M0G0,Available           ,2.5,8,2010,Data Management for z/OS,DB2 Tools for z/OS
CMW01,IMS Fundamental - Web - ILO,CLASSROOM,J57Z,Closed              ,6,12,1035,Data Management for z/OS,IMS
GU201,IBM InfoSphere Guardium Technical Training,CLASSROOM,M0G1,Available           ,3,8,3090,"Data Management for Linux, UNIX, and Windows",InfoSphere Guardium
GU201,IBM InfoSphere Guardium Technical Training,CLASSROOM,M0G2,Available           ,3,8,3090,"Data Management for Linux, UNIX, and Windows",InfoSphere Guardium
SSA00,IBM XIV Technical Training,CLASSROOM,M0G3,Available           ,2,8,1765,IBM Storage and Storage Networking,Storage
SSA00,IBM XIV Technical Training,CLASSROOM,M0G4,Available           ,2,8,1765,IBM Storage and Storage Networking,Storage
TP441,IBM Tivoli Endpoint Manager 8.1 Advanced Master Operator,CLASSROOM,M395,Available           ,1,8,900,IBM Tivoli Systems Management,Service Delivery and Process Automation
TP441,IBM Tivoli Endpoint Manager 8.1 Advanced Master Operator,CLASSROOM,M3A6,Available           ,1,8,900,Tivoli Service Delivery and Process Automation,Tivoli Endpoint Manager
TW083,IBM Tivoli Directory Server 6.3 System Administration,CLASSROOM,M0G6,Available           ,3,8,1950,Security Systems,Identity and Access Management
TW083,IBM Tivoli Directory Server 6.3 System Administration,CLASSROOM,M0G5,Available           ,3,8,1950,Security Systems,Identity and Access Management
TW261,IBM Tivoli Identity Manager 5.1 System Administration,CLASSROOM,M0G7,Available           ,3,8,2250,Security Systems,Identity and Access Management
TW261,IBM Tivoli Identity Manager 5.1 System Administration,CLASSROOM,M0G8,Available           ,3,8,2250,Security Systems,Identity and Access Management
WA715,IBM WebSphere Application Server V7 Performance Tuning,CLASSROOM,M0G9,Available           ,3,10,2175,WebSphere Application Server,Admin &amp; Deployment WAS - Distributed Sys
WA715,IBM WebSphere Application Server V7 Performance Tuning,CLASSROOM,M0H0,Available           ,3,8,2175,WebSphere Application Server,Admin &amp; Deployment WAS - Distributed Sys
WU805,Transition to WebSphere Application Server V8.5 for Administrators,CLASSROOM,N30T,Available           ,3,12,2175,WebSphere Application Server,Administration for distributed systems
WU805,Transition to WebSphere Application Server V8.5 for Administrators,CLASSROOM,N31C,Available           ,3,12,2175,WebSphere Application Server,Administration for distributed systems
1SM00,Introduction to Cloud Computing Architecture,CLASSROOM,M09B,Available           ,2,8,1950,Cloud Computing,Cast Iron Systems
1SM00,Introduction to Cloud Computing Architecture,CLASSROOM,M0H2,Available           ,2,8,1950,Cloud Computing,Cast Iron Systems
AN220,AIX Network Installation Management (NIM): Concepts and Configuration,CLASSROOM,M0H3,Available           ,2,8,1425,"IBM System p, AIX, and UNIX",AIX Networking
AN220,AIX Network Installation Management (NIM): Concepts and Configuration,CLASSROOM,M0H4,Available           ,2,8,1425,"IBM System p, AIX, and UNIX",AIX Networking
B5198,IBM Cognos Report Studio: Author Active Reports (V10.1),CLASSROOM,M3K2,Available           ,1,8,700,Cognos,BI - Cognos BI (version 10.1)
P8155,IBM Cognos TM1: Administer the Technical Environment (V10.1),CLASSROOM,M40E,Available           ,2,8,1400,Cognos,PM - Cognos TM1 (version 10.1)
P8155,IBM Cognos TM1: Administer the Technical Environment (V10.1),CLASSROOM,M09Q,Available           ,2,8,1400,Cognos,PM - Cognos TM1 (version 10.1)
P8155,IBM Cognos TM1: Administer the Technical Environment (V10.1),CLASSROOM,M0H6,Available           ,2,8,1400,Cognos,PM - Cognos TM1 (version 10.1)
P8155,IBM Cognos TM1: Administer the Technical Environment (V10.1),CLASSROOM,M0H5,Available           ,2,8,1400,Cognos,PM - Cognos TM1 (version 10.1)
RS860,Jazz Team Server V4.0 Administration,CLASSROOM,M0H8,Available           ,2,8,1400,Rational Software,Change configuration &amp; release management
RS860,Jazz Team Server V4.0 Administration,CLASSROOM,M0H7,Available           ,2,8,1400,Rational Software,Change configuration &amp; release management
SS291,IBM TS7650 ProtecTIER,CLASSROOM,M06D,Available           ,2,8,1950,IBM Storage and Storage Networking,Storage Networking
SS291,IBM TS7650 ProtecTIER,CLASSROOM,M0H9,Available           ,2,8,1950,IBM Storage and Storage Networking,Related Storage Courses
SS291,IBM TS7650 ProtecTIER,CLASSROOM,M0I0,Available           ,2,8,1950,IBM Storage and Storage Networking,Related Storage Courses
B5151,IBM Cognos BI Analysis Studio: Analyze Data (V10.1/10.2),CLASSROOM,M3J9,Available           ,1,8,700,Cognos,BI - Cognos BI (version 10.1)
WM101,Technical Introduction to IBM WebSphere MQ,CLASSROOM,M4G3,Available           ,1,8,800,Application integration,WebSphere MQ
WM101,Technical Introduction to IBM WebSphere MQ,CLASSROOM,M3E3,Available           ,1,8,725,Application Integration,WebSphere MQ
0A042,Clustering and Association Models with IBM SPSS Modeler - ILT,CLASSROOM,M40J,Available           ,1,8,700,SPSS,Modeler Intermediate
0A042,Clustering and Association Models with IBM SPSS Modeler - ILT,CLASSROOM,M3U5,Available           ,1,8,700,SPSS,Modeler Intermediate
6T224,Programming Essentials for IBM WebSphere Commerce V7 Customization,CLASSROOM,M43C,Available           ,5,8,4000,WebSphere Commerce,Development and customization
6T224,Programming Essentials for IBM WebSphere Commerce V7 Customization,CLASSROOM,M329,Available           ,5,12,3875,WebSphere Commerce,WebSphere Commerce Development and Customization
6T224,Programming Essentials for IBM WebSphere Commerce V7 Customization,CLASSROOM,M329,Available           ,5,8,3875,WebSphere Commerce,WebSphere Commerce Development and Customization
6T611,IBM Sterling B2B Integrator Fundamentals,CLASSROOM,M427,Available           ,5,8,4125,B2B Integration,IBM Sterling B2B Integrator
6T705,IBM Sterling Connect:Direct for UNIX Fundamentals,CLASSROOM,M29X,Available           ,3,8,2325,Managed File Transfer,Sterling Connect:Direct
8N323,IBM Tivoli Network Manager 3.9 Operation and Administration (ILO),CLASSROOM,N16F,Available           ,5,12,3000,Tivoli Network Service Assurance,Network Manager
9T317,Introduction to IBM Unica Campaign 8.5,CLASSROOM,M288,Available           ,3,8,2250,Cross Channel Campaign Management,Unica Campaign
AN100,UNIX / AIX Basics,CLASSROOM,M0I2,Available           ,4,8,2825,"IBM System p, AIX, and UNIX",AIX System Administration
AN100,UNIX / AIX Basics,CLASSROOM,M0I1,Available           ,4,8,2825,"IBM System p, AIX, and UNIX",AIX System Administration
AN120,Power Systems for AIX II: AIX Implementation and Administration,CLASSROOM,M0I3,Available           ,5,8,3775,"IBM System p, AIX, and UNIX",AIX System Administration
AN120,Power Systems for AIX II: AIX Implementation and Administration,CLASSROOM,M0I4,Standby             ,5,8,3775,"IBM System p, AIX, and UNIX",AIX System Administration
AN140,AIX Jumpstart for UNIX Professionals,CLASSROOM,M31L,Available           ,5,8,3775,"IBM System p, AIX, and UNIX",Transformation Courses
AN150,Power Systems for AIX III: Advanced Administration and Problem Determination,CLASSROOM,M27R,Available           ,5,8,3875,"IBM System p, AIX, and UNIX",AIX System Administration
AN170,AIX Workload Partitions Installation and Management,CLASSROOM,M85D,Available           ,4,8,3550,UNIX Servers (System p),System p Administration
AN170,AIX Workload Partitions Installation and Management,CLASSROOM,M0I6,Available           ,4,8,3550,"IBM System p, AIX, and UNIX",Logical Partitioning (LPAR)
AN170,AIX Workload Partitions Installation and Management,CLASSROOM,M0I5,Available           ,4,8,3550,"IBM System p, AIX, and UNIX",Logical Partitioning (LPAR)
B5119,IBM Cognos BI Administration: Architecture and Logging (V10.1.1),CLASSROOM,M348,Available           ,2,8,1400,Cognos,BI - Cognos BI (version 10.1)
B5119,IBM Cognos BI Administration: Architecture and Logging (V10.1.1),CLASSROOM,M27B,Available           ,2,8,1400,Cognos,BI - Cognos BI (version 10.1)
