COURSECODE,COURSETITLE,DELIVERY,CLASSNUM,STATUS,DURATION,STUMAX,PRICE,CATEGORY,SUBCATEGORY
WB802,Modeling and Implementing with IBM Business Process Manager V8,CLASSROOM,M28F,Available           ,5,8,3875,Business Process Management,IBM Business Process Manager Express and Standard
WE400,"Accelerate, Secure and Integrate with IBM DataPower V4.0.1",CLASSROOM,M34G,Available           ,5,8,3875,Service-oriented architecture (SOA),WebSphere DataPower SOA Appliances
WM664,IBM WebSphere Message Broker V8 Application Development I,CLASSROOM,M277,Available           ,5,8,3625,Application Integration,WebSphere Message Broker
WPL43,Developing websites using IBM Web Content Manager 8,CLASSROOM,M4K5,Available           ,5,8,3500,WebSphere Portal,IBM WebSphere Portal V8.0
WPL43,Developing websites using IBM Web Content Manager 8,CLASSROOM,M3G0,Available           ,5,8,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL51,Developing Applications for IBM WebSphere Portal 7.0,CLASSROOM,M064,Available           ,5,10,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL51,Developing Applications for IBM WebSphere Portal 7.0,CLASSROOM,M01C,Available           ,5,10,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL51,Developing Applications for IBM WebSphere Portal 7.0,CLASSROOM,M02E,Available           ,5,10,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL53,Developing Applications for IBM WebSphere Portal 8.0 using IBM RAD 8.5,CLASSROOM,M06V,Available           ,5,10,3500,WebSphere Portal,IBM WebSphere Portal V8.0
WPL53,Developing Applications for IBM WebSphere Portal 8.0 using IBM RAD 8.5,CLASSROOM,M08R,Available           ,5,12,3500,WebSphere Portal,IBM WebSphere Portal V8.0
WPL53,Developing Applications for IBM WebSphere Portal 8.0 using IBM RAD 8.5,CLASSROOM,M013,Available           ,5,10,3500,WebSphere Portal,IBM WebSphere Portal V8.0
WPL53,Developing Applications for IBM WebSphere Portal 8.0 using IBM RAD 8.5,CLASSROOM,MY22,Available           ,5,12,3500,WebSphere Portal,IBM WebSphere Portal V8.0
WPL53,Developing Applications for IBM WebSphere Portal 8.0 using IBM RAD 8.5,CLASSROOM,MY21,Available           ,5,12,3500,WebSphere Portal,IBM WebSphere Portal V8.0
WPL83,Installation and Administration of IBM WebSphere Portal 8 on Windows,CLASSROOM,MY36,Available           ,5,12,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL83,Installation and Administration of IBM WebSphere Portal 8 on Windows,CLASSROOM,M4I4,Available           ,5,8,3500,WebSphere Portal,IBM WebSphere Portal V8.0
WPL83,Installation and Administration of IBM WebSphere Portal 8 on Windows,CLASSROOM,M4I9,Available           ,5,8,3500,WebSphere Portal,IBM WebSphere Portal V8.0
WPL83,Installation and Administration of IBM WebSphere Portal 8 on Windows,CLASSROOM,M05R,Available           ,5,12,3500,WebSphere Portal,IBM WebSphere Portal V8.0
WPL83,Installation and Administration of IBM WebSphere Portal 8 on Windows,CLASSROOM,MY35,Available           ,5,12,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL83,Installation and Administration of IBM WebSphere Portal 8 on Windows,CLASSROOM,M3F0,Available           ,5,8,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL93,Installation and Administration of IBM WebSphere Portal 8 on Linux,CLASSROOM,MY37,Available           ,5,12,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL93,Installation and Administration of IBM WebSphere Portal 8 on Linux,CLASSROOM,MY38,Available           ,5,12,3500,WebSphere Portal,IBM Websphere Portal 7.0
WPL93,Installation and Administration of IBM WebSphere Portal 8 on Linux,CLASSROOM,M3H4,Available           ,5,8,3500,WebSphere Portal,IBM Websphere Portal 7.0
WU503,Mobile Application Development with IBM Worklight V5 - Early Education,CLASSROOM,M90Y,Available           ,5,12,3875,IBM Mobile Enterprise,IBM Worklight
WU503,Mobile Application Development with IBM Worklight V5 - Early Education,CLASSROOM,M90Z,Available           ,5,12,3875,IBM Mobile Enterprise,IBM Worklight
AN520,Advanced Tools for AIX Performance Analysis,CLASSROOM,N30H,Available           ,4,12,3500,"IBM System p, AIX, and UNIX",AIX System Administration
AN520,Advanced Tools for AIX Performance Analysis,CLASSROOM,N31D,Available           ,4,12,3500,"IBM System p, AIX, and UNIX",AIX System Administration
AS240,System Operator Workshop for IBM i,CLASSROOM,NK64,Available           ,4,8,2950,IBM System i,System Operations
AS240,System Operator Workshop for IBM i,CLASSROOM,M9Y4,Available           ,4,8,3500,IBM System i,System Operations
BQ100,IBM Security QRadar SIEM 7.1 Foundations,CLASSROOM,M0K4,Available           ,2,8,1500,Security Systems,Security Intelligence
BQ100,IBM Security QRadar SIEM 7.1 Foundations,CLASSROOM,M0K5,Available           ,2,8,1500,Security Systems,Security Intelligence
BQ120,IBM Security QRadar SIEM 7.1 Advanced,CLASSROOM,M0K6,Available           ,2,8,1500,Security Systems,Security Intelligence
F1900,IBM FileNet P8 Platform 5.1: Installation,CLASSROOM,N309,Available           ,4,12,3000,Enterprise Content Management,FileNet P8 Platform (Content Manager)
F1900,IBM FileNet P8 Platform 5.1: Installation,CLASSROOM,N30K,Available           ,4,12,3000,Enterprise Content Management,FileNet P8 Platform (Content Manager)
I5219,IBM Cognos BI Administration: Architecture and Logging (V10.2) ILO,CLASSROOM,NJ84,Available           ,2,12,1400,Cognos,BI - Cognos BI (version 10.2)
KM621,IBM InfoSphere Metadata Workbench Essentials V8.7,CLASSROOM,M0K7,Available           ,2,8,1700,Information Integration,InfoSphere Foundation Tools
KM621,IBM InfoSphere Metadata Workbench Essentials V8.7,CLASSROOM,M0K8,Available           ,2,8,1700,Information Integration,InfoSphere Foundation Tools
QBC07,IBM Rational DOORS Boot Camp,CLASSROOM,M0K9,Available           ,4,8,2800,Rational Software,Requirements definition and management
QBC07,IBM Rational DOORS Boot Camp,CLASSROOM,M0L0,Available           ,4,8,2800,Rational Software,Requirements definition and management
QN164,"IBM Rational DOORS Foundation, V9.4",CLASSROOM,M0L1,Available           ,1,8,795,Rational Software,Requirements definition and management
QN164,"IBM Rational DOORS Foundation, V9.4",CLASSROOM,M0L2,Available           ,1,8,795,Rational Software,Requirements definition and management
RR353,"Essentials of IBM Rational Requirements Composer, V4.0",CLASSROOM,M1B4,Available           ,2,8,1600,Rational Software,Requirements and Definition Management
RR353,"Essentials of IBM Rational Requirements Composer, V4.0",CLASSROOM,M04B,Available           ,2,8,1400,Rational Software,Requirements definition and management
SNV10,SAN Volume Controller (SVC) V6 Planning and Implementation Workshop,CLASSROOM,M06O,Available           ,4,8,3315,IBM Storage and Storage Networking,Storage Networking
SNV10,SAN Volume Controller (SVC) V6 Planning and Implementation Workshop,CLASSROOM,M0L3,Available           ,4,8,3315,IBM Storage and Storage Networking,Storage Networking and Storage Virtualization
SNV10,SAN Volume Controller (SVC) V6 Planning and Implementation Workshop,CLASSROOM,M0L4,Available           ,4,8,3315,IBM Storage and Storage Networking,Storage Networking and Storage Virtualization
TW103,IBM Tivoli Access Manager for e-business 6.1.1 Administration and Deployment,CLASSROOM,M0L6,Available           ,4,8,3000,Security Systems,Identity and Access Management
TW103,IBM Tivoli Access Manager for e-business 6.1.1 Administration and Deployment,CLASSROOM,M0L5,Available           ,4,8,3000,Security Systems,Identity and Access Management
WM674,IBM WebSphere Message Broker V8 Application Development II,CLASSROOM,M0L8,Available           ,3,8,2175,Application Integration,WebSphere Message Broker
WM674,IBM WebSphere Message Broker V8 Application Development II,CLASSROOM,M0L7,Available           ,3,10,2175,Application Integration,WebSphere Message Broker
1SP20,Implementing IBM SmartCloud Entry on Power Systems,CLASSROOM,M4V3,Available           ,2,8,1950,Cloud Computing,Cast Iron Systems
1SP20,Implementing IBM SmartCloud Entry on Power Systems,CLASSROOM,M3N9,Available           ,2,8,1950,Cloud Computing,Cast Iron Systems
CE131,DB2 SQL Workshop for Experienced Users,CLASSROOM,M40P,Available           ,2.5,8,2211,DB2 Information Management,DB2 UDB for z/OS/390
ES820,IBM System z: Technical Overview of HW and SW Mainframe Evolution,CLASSROOM,JMWW,Available           ,2,8,1830,"IBM System z (z/OS, z/VM, Linux)",z/OS Operations
QN114,"IBM Rational DOORS Practitioner, V9.4",CLASSROOM,M0L9,Available           ,1,8,795,Rational Software,Requirements definition and management
QN114,"IBM Rational DOORS Practitioner, V9.4",CLASSROOM,M0M0,Available           ,1,8,795,Rational Software,Requirements definition and management
RT273,"Test Management with IBM Rational Quality Manager, V4.0",CLASSROOM,M04D,Available           ,2,8,1400,Rational Software,Quality management
TW261,IBM Tivoli Identity Manager 5.1 System Administration,CLASSROOM,M3O3,Available           ,3,8,2250,Security Systems,Identity and Access Management
0G301,Introduction to IBM SPSS Text Analytics for Surveys (V4.0.1),CLASSROOM,M06G,Available           ,2,8,1400,SPSS,Statistics Intermediate
0G301,Introduction to IBM SPSS Text Analytics for Surveys (V4.0.1),CLASSROOM,M0M1,Available           ,2,8,1400,SPSS,Statistics Intermediate
0G301,Introduction to IBM SPSS Text Analytics for Surveys (V4.0.1),CLASSROOM,M0M2,Available           ,2,8,1400,SPSS,Statistics Intermediate
AN720,UNIX / AIX User Essentials,CLASSROOM,M85J,Available           ,2,8,1950,UNIX Servers (System p),System p Administration
AN720,UNIX / AIX User Essentials,CLASSROOM,M0M4,Available           ,2,8,1950,"IBM System p, AIX, and UNIX",AIX System Administration
AN720,UNIX / AIX User Essentials,CLASSROOM,M0M3,Available           ,2,8,1950,"IBM System p, AIX, and UNIX",AIX System Administration
B5181,IBM Cognos Business Insight Advanced: Author Self-Service Reports (V10.1),CLASSROOM,M4R5,Available           ,2,8,1400,Cognos,BI - Cognos BI (version 10.1)
B5181,IBM Cognos Business Insight Advanced: Author Self-Service Reports (V10.1),CLASSROOM,M3L1,Available           ,2,8,1400,Cognos,BI - Cognos BI (version 10.1)
ES050,An Introduction to the z/OS Environment,CLASSROOM,M0M6,Available           ,2,8,1195,"IBM System z (z/OS, z/VM, Linux)",System z Basics
QN123,"IBM Rational DOORS Information Architect, V9.3",CLASSROOM,M0M7,Available           ,1,8,795,Rational Software,Requirements definition and management
QN123,"IBM Rational DOORS Information Architect, V9.3",CLASSROOM,M0M8,Available           ,1,8,795,Rational Software,Requirements definition and management
TX304,IBM Tivoli Workload Scheduler 8.6 Operations and Scheduling,CLASSROOM,JG69,Available           ,3,6,1800,Tivoli Service Delivery and Process Automation,Workload Scheduler
TX304,IBM Tivoli Workload Scheduler 8.6 Operations and Scheduling,CLASSROOM,JG70,Standby             ,3,6,1800,Tivoli Service Delivery and Process Automation,Workload Scheduler
TX314,IBM Tivoli Workload Scheduler 8.6 Administration,CLASSROOM,M0M9,Available           ,2,8,1200,Tivoli Service Delivery and Process Automation,Workload Scheduler
TX314,IBM Tivoli Workload Scheduler 8.6 Administration,CLASSROOM,M0N0,Available           ,2,8,1200,Tivoli Service Delivery and Process Automation,Workload Scheduler
QN220,Requirements Writing Techniques,CLASSROOM,M0N1,Available           ,1,8,795,Rational Software,Requirements definition and management
QN220,Requirements Writing Techniques,CLASSROOM,M0N2,Available           ,1,8,795,Rational Software,Requirements definition and management
1SP20,Implementing IBM SmartCloud Entry on Power Systems,CLASSROOM,LQ27,Standby             ,2,8,1250,Cloud Computing,Cast Iron Systems
6L632,IBM Sterling B2B Integrator Advanced Business Process Modeling (ILO),CLASSROOM,M380,Available           ,2,8,1650,B2B Integration,IBM Sterling B2B Integrator
6L632,IBM Sterling B2B Integrator Advanced Business Process Modeling (ILO),CLASSROOM,M29T,Available           ,2,8,1500,B2B Integration,IBM Sterling B2B Integrator
6T222,IBM WebSphere Commerce V7 System Administration,CLASSROOM,M0N3,Available           ,5,8,3875,WebSphere Commerce,WebSphere Commerce Site Administration
6T222,IBM WebSphere Commerce V7 System Administration,CLASSROOM,JM01,Available           ,5,8,3875,WebSphere Commerce,WebSphere Commerce Site Administration
6T222,IBM WebSphere Commerce V7 System Administration,CLASSROOM,M0N4,Available           ,5,8,3875,WebSphere Commerce,WebSphere Commerce Site Administration
6T710,IBM Sterling Connect:Direct for Microsoft Windows Fundamentals,CLASSROOM,M290,Available           ,3,8,2325,Managed File Transfer,Sterling Connect:Direct
6T735,IBM Sterling  Secure Proxy Technical Fundamentals,CLASSROOM,M3C5,Available           ,4,8,3100,Managed File Transfer,Sterling Secure Proxy
8V382,IBM Tivoli Monitoring 6.2.1 Agent Builder (ILO),CLASSROOM,N16N,Available           ,2,12,1200,Tivoli Service Availability and Performance Management,Monitoring
9T318,IBM Unica Campaign 8.5 Administration,CLASSROOM,M3U9,Available           ,2,8,1500,Cross Channel Campaign Management,Unica Campaign
9T331,Introduction to IBM Unica Campaign 8.6,CLASSROOM,M28I,Available           ,3,8,2250,Cross Channel Campaign Management,Unica Campaign
AN110,Power Systems for AIX I: LPAR Configuration and Planning,CLASSROOM,M27F,Available           ,3,8,2265,"IBM System p, AIX, and UNIX",Logical Partitioning (LPAR)
AN140,AIX Jumpstart for UNIX Professionals,CLASSROOM,M04F,Available           ,5,8,3775,"IBM System p, AIX, and UNIX",Transformation Courses
AN140,AIX Jumpstart for UNIX Professionals,CLASSROOM,M0N6,Available           ,5,8,3775,"IBM System p, AIX, and UNIX",Transformation Courses
AN150,Power Systems for AIX III: Advanced Administration and Problem Determination,CLASSROOM,M27Q,Available           ,5,8,3875,"IBM System p, AIX, and UNIX",AIX System Administration
AN150,Power Systems for AIX III: Advanced Administration and Problem Determination,CLASSROOM,MZ74,Available           ,5,8,3875,"IBM System p, AIX, and UNIX",AIX System Administration
AN301,Power Systems for AIX - Virtualization I: Implementing Virtualization,CLASSROOM,M06H,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX System Administration
AN301,Power Systems for AIX - Virtualization I: Implementing Virtualization,CLASSROOM,M0N7,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX System Administration
AN301,Power Systems for AIX - Virtualization I: Implementing Virtualization,CLASSROOM,M0N8,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX System Administration
AN510,Power Systems for AIX IV: Performance Management,CLASSROOM,M3J0,Available           ,5,8,4195,"IBM System p, AIX, and UNIX",AIX System Administration
AN610,"PowerHA 7 Planning, Implementing, Customizing and Administration",CLASSROOM,M3I7,Available           ,5,8,3975,"IBM System p, AIX, and UNIX",AIX High Availability
AX410,"PowerHA for AIX I: Implementation, Configuration and Administration (ILO)",CLASSROOM,NJ85,Available           ,5,12,4495,"IBM System p, AIX, and UNIX",AIX High Availability
B5157,IBM Cognos Metric Studio: Design Scorecards (V10.1/10.2),CLASSROOM,M40T,Available           ,3,8,2100,Cognos,BI - Cognos BI (version 10.1)
B5157,IBM Cognos Metric Studio: Design Scorecards (V10.1/10.2),CLASSROOM,M3V8,Available           ,3,8,2100,Cognos,BI - Cognos BI (version 10.1)
B5161,IBM Cognos Report Studio: Author Reports with Multidimensional Data (V10.1),CLASSROOM,M41G,Available           ,2,8,1400,Cognos,BI - Cognos BI (version 10.1)
B5161,IBM Cognos Report Studio: Author Reports with Multidimensional Data (V10.1),CLASSROOM,M3X9,Available           ,2,8,1400,Cognos,BI - Cognos BI (version 10.1)
B5252,IBM Cognos Framework Manager: Design Metadata Models (V10.2),CLASSROOM,M42I,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.2)
B5260,IBM Cognos Report Studio: Author Professional Reports (V10.2),CLASSROOM,M06I,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.2)
B5260,IBM Cognos Report Studio: Author Professional Reports (V10.2),CLASSROOM,M0N9,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.2)
B5260,IBM Cognos Report Studio: Author Professional Reports (V10.2),CLASSROOM,M0O0,Available           ,5,8,3500,Cognos,BI - Cognos BI (version 10.2)
CL213,DB2 10 for LUW: Basic Administration for AIX,CLASSROOM,M0O2,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL213,DB2 10 for LUW: Basic Administration for AIX,CLASSROOM,M0O1,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL2X3,DB2 10 for LUW: Basic Administration for Linux and Windows,CLASSROOM,M09F,Available           ,4,8,2948,DB2 Information Management,DB2 UDB Distributed
CL2X3,DB2 10 for LUW: Basic Administration for Linux and Windows,CLASSROOM,M0O4,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL2X3,DB2 10 for LUW: Basic Administration for Linux and Windows,CLASSROOM,N53M,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL2X3,DB2 10 for LUW: Basic Administration for Linux and Windows,CLASSROOM,M0O3,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CL484,"DB2 10.1 for Linux, UNIX, and Windows Quickstart for Experienced Relational DBAs",CLASSROOM,M4F0,Available           ,4,8,2948,DB2 Information Management,DB2 UDB Distributed
CL484,"DB2 10.1 for Linux, UNIX, and Windows Quickstart for Experienced Relational DBAs",CLASSROOM,M3D4,Available           ,4,8,2680,"Data Management for Linux, UNIX, and Windows","DB2 for Linux, UNIX, and Windows"
CV851,DB2 10 for z/OS System Administration,CLASSROOM,M0O5,Available           ,5,8,3350,Data Management for z/OS,DB2 for z/OS
D8L51,Fundamentals of IBM Lotus Domino 8.5.1 Application Development,CLASSROOM,M4J4,Available           ,5,8,3250,Lotus,IBM Notes and Domino 8.5.x
D8L51,Fundamentals of IBM Lotus Domino 8.5.1 Application Development,CLASSROOM,M1B2,Available           ,5,8,3250,Lotus,IBM Notes and Domino 8.5.x
D8L53,Developing IBM Lotus Domino 8.5.2 Applications: Intermediate XPage Design,CLASSROOM,M07J,Available           ,3,10,2100,Lotus,IBM Notes and Domino 8.5.x
D8L53,Developing IBM Lotus Domino 8.5.2 Applications: Intermediate XPage Design,CLASSROOM,M01O,Available           ,3,10,1800,Lotus,IBM Notes and Domino 8.5.x
D8L53,Developing IBM Lotus Domino 8.5.2 Applications: Intermediate XPage Design,CLASSROOM,M9Q1,Closed              ,3,8,1800,Lotus,IBM Notes and Domino 8.5.x
D8L53,Developing IBM Lotus Domino 8.5.2 Applications: Intermediate XPage Design,CLASSROOM,M02T,Available           ,3,10,1800,Lotus,IBM Notes and Domino 8.5.x
DW501,IBM Netezza Appliance Usage,CLASSROOM,M9Z3,Available           ,3,4,2250,Big Data Analytics,Netezza Data Warehouse Appliances - BD
DW520,IBM Netezza Appliance Usage and Advanced Concepts,CLASSROOM,JMWW,Available           ,5,2,3750,Big Data Analytics,Netezza Data Warehouse Appliances - BD
DW520,IBM Netezza Appliance Usage and Advanced Concepts,CLASSROOM,M9Z7,Available           ,5,2,3750,Big Data Analytics,Netezza Data Warehouse Appliances - BD
F1760,IBM Datacap Taskmaster Capture 8.0.1: Implementation and Configuration,CLASSROOM,N307,Available           ,5,12,3750,Enterprise Content Management,Datacap Taskmaster
F1760,IBM Datacap Taskmaster Capture 8.0.1: Implementation and Configuration,CLASSROOM,N304,Available           ,5,12,3750,Enterprise Content Management,Datacap Taskmaster
GDPS1,GDPS/PPRC Implementation Workshop,CLASSROOM,K9T2,Available           ,5,16,3900,"IBM System z (z/OS, z/VM, Linux)",Parallel Sysplex
I5255,IBM Cognos BI Administration (V10.2) - ILO,CLASSROOM,NJ86,Available           ,3,12,2100,Cognos,BI - Cognos BI (version 10.2)
KM502,IBM InfoSphere Information Server Administration 9.1,CLASSROOM,M41B,Available           ,4,8,3400,Information Integration,InfoSphere Information Server
NGT11,IBM PureFlex System Fundamentals,CLASSROOM,M08E,Available           ,3,8,1995,IBM System x,Technical
NGT11,IBM PureFlex System Fundamentals,CLASSROOM,M0O8,Available           ,3,8,1995,IBM System x,Technical
NGT11,IBM PureFlex System Fundamentals,CLASSROOM,M0O7,Available           ,3,8,1995,IBM System x,Technical
NGTB1,IBM PureFlex Systems Fundamentals with Implementation Services,CLASSROOM,M0P0,Available           ,5,8,3250,IBM System x,Technical
NGTB1,IBM PureFlex Systems Fundamentals with Implementation Services,CLASSROOM,M0O9,Available           ,5,8,3250,IBM System x,Technical
O8157,IBM Cognos TM1: Analyze and Share Data (V10.1) ILO,CLASSROOM,NJ87,Available           ,3,12,2100,Cognos,PM - Cognos TM1 (version 10.1)
OL190,IBM i Administration and Control,CLASSROOM,M35O,Available           ,4,8,3665,IBM System i,System Administration for System i
P8101,IBM Cognos Planning Analyst: Build Models (V10.1),CLASSROOM,M405,Available           ,5,8,3500,Cognos,PM - Cognos Planning (version 10.1)
P8101,IBM Cognos Planning Analyst: Build Models (V10.1),CLASSROOM,M3W8,Available           ,5,8,3500,Cognos,PM - Cognos Planning (version 10.1)
RS842,Developing Software with IBM Rational Team Concert V4.0,CLASSROOM,M0P1,Available           ,1,8,795,Rational Software,Change configuration &amp; release management
RS842,Developing Software with IBM Rational Team Concert V4.0,CLASSROOM,M0P2,Available           ,1,8,795,Rational Software,Change configuration &amp; release management
SN781,Supporting IBM N series,CLASSROOM,M6J6,Closed              ,4,8,3625,IBM Storage and Storage Networking,Storage Networking and Storage Virtualization
SNV10,SAN Volume Controller (SVC) V6 Planning and Implementation Workshop,CLASSROOM,M04P,Available           ,4,8,3315,IBM Storage and Storage Networking,Storage Networking
SNV10,SAN Volume Controller (SVC) V6 Planning and Implementation Workshop,CLASSROOM,M0P3,Available           ,4,8,3315,IBM Storage and Storage Networking,Storage Networking and Storage Virtualization
SNV10,SAN Volume Controller (SVC) V6 Planning and Implementation Workshop,CLASSROOM,M090,Available           ,4,8,3315,IBM Storage and Storage Networking,Storage Networking
SSE10,IBM Storwize V7000 Implementation Workshop,CLASSROOM,M9X2,Available           ,4,8,3550,IBM Storage and Storage Networking,Storage
SSE10,IBM Storwize V7000 Implementation Workshop,CLASSROOM,M85Q,Available           ,4,8,3850,IBM Storage and Storage Networking,Storage Networking
SSE10,IBM Storwize V7000 Implementation Workshop,CLASSROOM,NK41,Available           ,4,8,3850,IBM Storage and Storage Networking,Storage Networking
SSE10,IBM Storwize V7000 Implementation Workshop,CLASSROOM,M9X3,Available           ,4,8,3550,IBM Storage and Storage Networking,Storage
TN033,IBM Tivoli Netcool/OMNIbus 7.3 Administration and Maintenance,CLASSROOM,M4C7,Available           ,4,8,3400,IBM Tivoli Systems Management,Network Service Assurance
TP411,IBM Tivoli Endpoint Manager 8.1 Introduction,CLASSROOM,M0P6,Available           ,1,8,900,Tivoli Service Delivery and Process Automation,Tivoli Endpoint Manager
TP411,IBM Tivoli Endpoint Manager 8.1 Introduction,CLASSROOM,M05G,Available           ,1,8,900,IBM Tivoli Systems Management,Service Delivery and Process Automation
TP411,IBM Tivoli Endpoint Manager 8.1 Introduction,CLASSROOM,M0P7,Available           ,1,8,900,Tivoli Service Delivery and Process Automation,Tivoli Endpoint Manager
TR571,IBM Maximo Asset Management 7.5 Fundamentals,CLASSROOM,M4A4,Available           ,4,8,3400,IBM Tivoli Systems Management,Asset Management
TR571,IBM Maximo Asset Management 7.5 Fundamentals,CLASSROOM,M3A9,Available           ,4,8,2600,Tivoli Asset Management,Maximo Asset Management
TS612,IBM Tivoli Storage Manager 6.3 Implementation and Administration,CLASSROOM,M0P9,Available           ,5,8,3250,Tivoli Storage Management,Storage Manager
TS612,IBM Tivoli Storage Manager 6.3 Implementation and Administration,CLASSROOM,M0P8,Available           ,5,8,3250,Tivoli Storage Management,Storage Manager
TSX12,IBM Tivoli Storage Manager 6.3 Implementation and Administration (AIX),CLASSROOM,M0Q1,Available           ,5,8,3250,Tivoli Storage Management,Storage Manager
TSX12,IBM Tivoli Storage Manager 6.3 Implementation and Administration (AIX),CLASSROOM,M0Q0,Available           ,5,8,3250,Tivoli Storage Management,Storage Manager
TV354,IBM Tivoli Monitoring 6.2.3 for Implementers,CLASSROOM,M29B,Available           ,3,8,1800,Tivoli Service Availability and Performance Management,Monitoring
WA170,IBM WebSphere Application Server V7 Administration on AIX,CLASSROOM,M27Z,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WA380,WebSphere Application Server V8 Administration for Windows,CLASSROOM,M0Q2,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WA572,IBM WebSphere Application Server V7 Problem Determination,CLASSROOM,M3H7,Available           ,5,8,3625,WebSphere Application Server,WebSphere Application Server Administration and Deployment - Distributed Systems
WA580,WebSphere Application Server V8 Administration for Linux,CLASSROOM,M0Q3,Available           ,5,8,3625,WebSphere Application Server,Administration for distributed systems
WB381,Developing Rule Solutions in IBM WebSphere Operational Decision Management V8,CLASSROOM,M4X7,Available           ,5,8,4250,Business Rules,WebSphere Operation Decision Management
WB804,Administration of IBM Business Process Manager Standard V8,CLASSROOM,M00T,Available           ,4,10,3100,Business Process Management,IBM Business Process Manager Express and Standard
WB804,Administration of IBM Business Process Manager Standard V8,CLASSROOM,M01Y,Available           ,4,10,3100,Business Process Management,IBM Business Process Manager Express and Standard
WB851,Developing Applications for IBM Business Process Manager Advanced V8 - I,CLASSROOM,M0Q5,Available           ,5,8,3875,Business Process Management,IBM Business Process Manager Advanced
WB851,Developing Applications for IBM Business Process Manager Advanced V8 - I,CLASSROOM,M3G3,Available           ,5,8,3875,Business Process Management,IBM Business Process Manager Advanced
WB851,Developing Applications for IBM Business Process Manager Advanced V8 - I,CLASSROOM,M0Q4,Available           ,5,10,3875,Business Process Management,IBM Business Process Manager Advanced
WB862,Administration of IBM Business Process Manager Advanced V8,CLASSROOM,L47V,Available           ,5,12,3875,Business Process Management,IBM Business Process Manager Advanced
WB862,Administration of IBM Business Process Manager Advanced V8,CLASSROOM,N30R,Available           ,5,12,3875,Business Process Management,IBM Business Process Manager Advanced
WE942,IBM WebSphere Cast Iron V6.1 Configuration,CLASSROOM,M3L7,Available           ,3,8,2325,Cloud Computing,Cast Iron Systems
WM204,IBM WebSphere MQ V7.1 System Administration (using Windows for labs),CLASSROOM,M4G1,Available           ,4,8,3200,Application integration,WebSphere MQ
WM204,IBM WebSphere MQ V7.1 System Administration (using Windows for labs),CLASSROOM,M3E0,Available           ,4,8,2900,Application Integration,WebSphere MQ
WM300,IBM WebSphere MQ V7 System Administration for z/OS,CLASSROOM,M0Q7,Available           ,4,8,2400,Application Integration,WebSphere MQ
WM300,IBM WebSphere MQ V7 System Administration for z/OS,CLASSROOM,M3S8,Available           ,4,8,2400,Application Integration,WebSphere MQ
WM300,IBM WebSphere MQ V7 System Administration for z/OS,CLASSROOM,M0Q6,Available           ,4,10,2400,Application Integration,WebSphere MQ
WM644,IBM WebSphere Message Broker V8.0 System Administration,CLASSROOM,M0Q9,Available           ,5,8,2900,Application Integration,WebSphere Message Broker
WM644,IBM WebSphere Message Broker V8.0 System Administration,CLASSROOM,M0Q8,Available           ,5,10,2900,Application Integration,WebSphere Message Broker
WM663,IBM WebSphere Message Broker V7.0 Developer Workshop,CLASSROOM,M4Y7,Available           ,5,8,4000,Application integration,WebSphere Message Broker
WM674,IBM WebSphere Message Broker V8 Application Development II,CLASSROOM,M0L8,Available           ,3,10,2175,Application Integration,WebSphere Message Broker
WPL44,Administering IBM Web Content Manager 8.0,CLASSROOM,M00U,Available           ,2,10,1400,WebSphere Portal,IBM Lotus Web Content Management
WPL44,Administering IBM Web Content Manager 8.0,CLASSROOM,M01Z,Available           ,2,10,1400,WebSphere Portal,IBM Lotus Web Content Management
WU805,Transition to WebSphere Application Server V8.5 for Administrators,CLASSROOM,NB25,Closed              ,3,8,2175,WebSphere Application Server,Administration for distributed systems
ZL000,z/VM and Linux Boot Camp,CLASSROOM,M0R3,Available           ,5,8,4495,"IBM System z (z/OS, z/VM, Linux)","System Administrator for z/VM, Linux"
